tripinfos [xmlns:xsi],tripinfos [xsi:noNamespaceSchemaLocation],tripinfo [arrivalLane],tripinfo [arrivalPos],tripinfo [arrivalSpeed],tripinfo [arrival],tripinfo [departDelay],tripinfo [departLane],tripinfo [departPos],tripinfo [departSpeed],tripinfo [depart],tripinfo [devices],tripinfo [duration],tripinfo [id],tripinfo [rerouteNo],tripinfo [routeLength],tripinfo [speedFactor],tripinfo [stopTime],tripinfo [timeLoss],tripinfo [vType],tripinfo [vaporized],tripinfo [waitingCount],tripinfo [waitingTime]
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7512986#3_0,23.32,8.18,742.00,0.52,7510625#0_0,7.90,0.00,263.00,tripinfo_bus284 routing_bus284,479.00,bus284,1,5792.96,1.00,0.00,109.77,bus_bus,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7332736#2_0,44.42,7.27,744.00,0.23,1233812344#2_0,5.10,0.00,117.00,tripinfo_veh379 routing_veh379,627.00,veh379,1,8375.91,0.97,0.00,82.91,veh_passenger,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,89984854#0_0,35.20,8.42,745.00,0.68,7516051#3_0,7.20,0.00,491.00,tripinfo_truck1061 routing_truck1061,254.00,truck1061,1,2965.93,1.07,0.00,39.47,truck_truck,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-1267989605#1_0,29.94,10.65,746.00,0.00,-275095923#6_0,5.10,0.00,660.00,tripinfo_myflow1.32 routing_myflow1.32,86.00,myflow1.32,1,541.87,0.83,0.00,9.17,DEFAULT_VEHTYPE,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7510945#1_0,57.07,9.26,748.00,0.11,381197922#0_0,5.10,0.00,95.00,tripinfo_veh308 routing_veh308,653.00,veh308,1,6642.89,0.76,0.00,93.12,veh_passenger,,1,29.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-389378629#2_0,12.57,7.16,749.00,0.73,7325839#1_0,5.10,0.00,331.00,tripinfo_veh1072 routing_veh1072,418.00,veh1072,1,3799.24,1.05,0.00,96.25,veh_passenger,,2,42.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-104971377#6_0,44.12,13.58,751.00,0.38,-7330403#1_0,12.10,0.00,188.00,tripinfo_bus203 routing_bus203,563.00,bus203,1,9075.70,1.00,0.00,113.27,bus_bus,,3,16.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7516682#5_0,36.09,7.77,751.00,0.53,7519485#2_0,12.10,0.00,251.00,tripinfo_bus271 routing_bus271,500.00,bus271,1,4503.61,1.00,0.00,175.17,bus_bus,,5,72.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-71361950#0_0,86.78,3.99,751.00,0.14,7516865_0,12.10,8.33,258.00,tripinfo_bus279 routing_bus279,493.00,bus279,1,4746.30,1.00,0.00,41.48,bus_bus,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7511239#7_0,31.13,13.38,751.00,0.11,-7333540#1_0,12.01,0.00,282.00,tripinfo_bus305 routing_bus305,469.00,bus305,1,6370.16,1.00,0.00,72.11,bus_bus,,1,1.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7512995#1_0,29.47,6.89,752.00,0.74,-7519718#1_0,5.10,0.00,140.00,tripinfo_veh452 routing_veh452,612.00,veh452,1,6625.67,0.97,0.00,182.75,veh_passenger,,8,67.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,722440377#1_0,111.83,15.24,752.00,0.64,-643493530#3_0,5.10,0.00,163.00,tripinfo_veh527 routing_veh527,589.00,veh527,1,5774.96,1.11,0.00,277.88,veh_passenger,,5,184.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7516637#3_0,8.28,8.26,752.00,0.87,-589524477#2_0,5.10,0.00,345.00,tripinfo_veh1117 routing_veh1117,407.00,veh1117,1,3605.53,1.13,0.00,106.70,veh_passenger,,3,57.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7326727#10_0,16.43,14.13,753.00,0.56,7517414_1,5.10,0.00,44.00,tripinfo_veh141 routing_veh141,709.00,veh141,1,10448.79,1.04,0.00,214.00,veh_passenger,,6,140.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,387414153_0,7.29,11.42,756.00,0.20,-807375183_0,5.10,4.03,206.00,tripinfo_veh668 routing_veh668,550.00,veh668,1,4964.76,0.97,0.00,139.59,veh_passenger,,5,72.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-1267989605#1_0,29.94,11.55,756.00,0.50,-275095923#6_0,5.10,0.00,678.00,tripinfo_myflow1.33 routing_myflow1.33,78.00,myflow1.33,1,541.87,0.92,0.00,8.27,DEFAULT_VEHTYPE,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,664675336#0_0,44.76,11.14,759.00,0.54,7511207#5_0,5.10,0.00,3.00,tripinfo_veh8 routing_veh8,756.00,veh8,1,6824.26,0.86,0.00,195.67,veh_passenger,,6,109.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,371450074_0,782.41,23.57,759.00,0.18,827614282#2_0,0.20,0.00,96.00,tripinfo_veh311 routing_veh311,663.00,veh311,1,8414.63,0.89,0.00,129.92,veh_passenger,,7,51.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,704220429_0,1.23,2.69,759.00,0.95,723115167#1_0,5.10,0.00,342.00,tripinfo_veh1107 routing_veh1107,417.00,veh1107,1,4209.77,0.88,0.00,44.30,veh_passenger,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-1267989605#1_0,29.94,14.42,759.00,0.00,-275095923#6_0,5.10,0.00,695.00,tripinfo_myflow1.34 routing_myflow1.34,64.00,myflow1.34,1,541.87,1.11,0.00,6.32,DEFAULT_VEHTYPE,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7517284_0,309.99,11.49,760.00,0.51,-7330361#0_0,5.10,0.00,141.00,tripinfo_veh456 routing_veh456,619.00,veh456,1,9089.70,0.88,0.00,99.79,veh_passenger,,4,47.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7519621#2_1,323.96,21.65,761.00,0.06,-7515939#0_0,12.10,0.00,257.00,tripinfo_bus278 routing_bus278,504.00,bus278,1,4326.20,1.00,0.00,231.05,bus_bus,,7,102.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7326973#22_0,20.33,8.15,762.00,0.18,-57379756_0,5.10,8.91,100.00,tripinfo_veh324 routing_veh324,662.00,veh324,1,6015.78,1.07,0.00,235.96,veh_passenger,,6,105.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7510866#1_0,166.68,8.17,762.00,0.67,7510641_0,12.10,0.00,509.00,tripinfo_bus550 routing_bus550,253.00,bus550,1,2814.84,1.00,0.00,35.98,bus_bus,,1,3.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7549065_0,51.57,13.73,765.00,0.79,456210276_1,12.10,0.00,352.00,tripinfo_bus380 routing_bus380,413.00,bus380,1,6346.81,1.00,0.00,104.76,bus_bus,,4,48.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-1246053754#0_0,16.50,7.08,766.00,0.65,360197476_0,5.10,0.00,94.00,tripinfo_veh303 routing_veh303,672.00,veh303,1,13078.80,0.97,0.00,110.03,veh_passenger,,3,49.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7517117_0,20.23,7.55,766.00,0.62,7511205#1_0,5.10,0.00,358.00,tripinfo_veh1160 routing_veh1160,408.00,veh1160,1,3868.04,0.93,0.00,53.88,veh_passenger,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7510857#6_0,12.41,7.97,766.00,0.02,7519491#7_0,12.10,0.00,415.00,tripinfo_bus449 routing_bus449,351.00,bus449,1,4780.17,1.00,0.00,62.66,bus_bus,,1,2.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7546429#12_0,4.06,12.88,767.00,0.35,-7511796#13_0,0.36,0.00,25.00,tripinfo_veh80 routing_veh80,742.00,veh80,1,8529.42,1.03,0.00,214.76,veh_passenger,,6,103.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,424323773#3_0,19.11,13.56,767.00,0.87,-131115123#2_0,12.10,8.33,231.00,tripinfo_bus249 routing_bus249,536.00,bus249,1,5636.84,1.00,0.00,79.30,bus_bus,,2,29.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,1019438263#2_0,6.84,13.65,767.00,0.14,7547399#5_0,12.10,0.00,441.00,tripinfo_bus477 routing_bus477,326.00,bus477,1,3632.54,1.00,0.00,35.49,bus_bus,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7512757#3_0,25.61,14.67,768.00,0.95,124803528#1_0,5.10,0.00,159.00,tripinfo_veh513 routing_veh513,609.00,veh513,1,7497.61,1.08,0.00,202.02,veh_passenger,,7,98.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,491005912_0,1121.19,24.74,768.00,18.89,1084311484_0,5.10,0.00,343.00,tripinfo_veh1052 routing_veh1052,425.00,veh1052,1,8054.96,0.90,0.00,31.01,veh_passenger,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7510861#0_0,18.20,7.93,769.00,0.67,-189752946#0_0,12.10,0.00,326.00,tripinfo_bus352 routing_bus352,443.00,bus352,1,4404.34,1.00,0.00,111.53,bus_bus,,3,42.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-1068019598_0,135.53,17.69,770.00,0.29,-782762015#1_0,1.34,0.00,73.00,tripinfo_veh236 routing_veh236,697.00,veh236,1,9901.58,1.07,0.00,141.37,veh_passenger,,4,55.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7547487#3_0,0.20,12.68,771.00,0.62,-7519747#0_0,5.10,0.00,114.00,tripinfo_veh368 routing_veh368,657.00,veh368,1,5130.58,1.00,0.00,310.32,veh_passenger,,4,241.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-638202205#1_0,122.58,8.06,771.00,0.93,7332973#5_0,0.86,0.00,305.00,tripinfo_bus329 routing_bus329,466.00,bus329,1,5346.78,1.00,0.00,98.75,bus_bus,,1,6.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7512925#2_0,20.66,7.75,772.00,0.41,-7516020_0,5.10,8.28,522.00,tripinfo_veh1693 routing_veh1693,250.00,veh1693,1,2656.06,0.99,0.00,25.96,veh_passenger,,1,1.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,148675128_0,69.23,7.98,773.00,0.99,-7546205#0_0,0.20,0.00,192.00,tripinfo_veh620 routing_veh620,581.00,veh620,1,8044.31,1.02,0.00,129.91,veh_passenger,,4,46.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7519728#4_0,30.03,8.04,774.00,0.88,899949500#2_1,12.10,0.00,402.00,tripinfo_bus434 routing_bus434,372.00,bus434,1,3893.43,1.00,0.00,111.42,bus_bus,,5,49.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7515882#3_0,67.85,7.20,775.00,0.61,244820805_0,5.10,0.00,65.00,tripinfo_veh209 routing_veh209,710.00,veh209,1,8128.68,0.90,0.00,217.47,veh_passenger,,8,127.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7546380_0,67.53,7.33,775.00,0.06,-7517277#2_0,5.10,0.00,70.00,tripinfo_veh227 routing_veh227,705.00,veh227,1,7860.70,0.96,0.00,164.15,veh_passenger,,5,70.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,137531689#1_0,21.35,11.59,775.00,0.76,47421037#0_0,0.17,0.00,189.00,tripinfo_veh611 routing_veh611,586.00,veh611,1,9128.35,0.91,0.00,71.65,veh_passenger,,1,16.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7332067#0_0,12.95,7.17,775.00,0.74,-7511681#2_0,5.10,0.00,201.00,tripinfo_veh650 routing_veh650,574.00,veh650,1,4887.40,0.90,0.00,153.33,veh_passenger,,5,89.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7511197#0_0,57.23,8.28,775.00,0.47,7332973#6_0,0.20,0.00,238.00,tripinfo_bus257 routing_bus257,537.00,bus257,1,6043.91,1.00,0.00,92.40,bus_bus,,1,3.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7330029#1_0,19.40,7.90,777.00,0.97,7332632#2_0,12.10,0.00,269.00,tripinfo_bus290 routing_bus290,508.00,bus290,1,5205.60,1.00,0.00,84.56,bus_bus,,2,31.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-1267989605#1_0,29.94,14.17,778.00,0.50,-275095923#6_0,5.10,0.00,713.00,tripinfo_myflow1.35 routing_myflow1.35,65.00,myflow1.35,1,541.87,1.09,0.00,6.42,DEFAULT_VEHTYPE,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7326679#3_0,22.60,7.58,780.00,0.86,242843406#1_2,5.10,0.00,113.00,tripinfo_veh364 routing_veh364,667.00,veh364,1,10124.22,0.96,0.00,114.70,veh_passenger,,4,44.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7510932#4_0,62.47,7.90,780.00,0.06,-7333419#12_0,12.10,0.00,379.00,tripinfo_bus410 routing_bus410,401.00,bus410,1,4435.35,1.00,0.00,75.52,bus_bus,,2,17.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-722580163#2_0,34.76,8.15,782.00,0.23,7519491#2_0,7.97,0.00,247.00,tripinfo_bus267 routing_bus267,535.00,bus267,1,8366.46,1.00,0.00,129.75,bus_bus,,3,48.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7546214#8_0,7.44,7.92,784.00,0.74,-375388203#0_0,5.10,0.00,205.00,tripinfo_veh663 routing_veh663,579.00,veh663,1,7470.01,1.06,0.00,179.85,veh_passenger,,4,33.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7549021#14_0,8.19,12.28,785.00,0.49,7520173#3_0,5.10,0.00,340.00,tripinfo_veh1102 routing_veh1102,445.00,veh1102,1,6368.61,0.94,0.00,47.98,veh_passenger,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7510989#0_0,23.16,8.81,785.00,0.15,-7333054#0_0,0.20,0.00,364.00,tripinfo_veh1181 routing_veh1181,421.00,veh1181,1,5828.54,1.10,0.00,72.27,veh_passenger,,1,3.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7329557#2_0,52.95,7.21,787.00,0.44,7519915#1_0,5.10,0.00,18.00,tripinfo_veh57 routing_veh57,769.00,veh57,1,10741.29,1.00,0.00,172.80,veh_passenger,,5,100.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7548898#0_0,104.00,11.91,787.00,0.09,-7546254#0_0,5.10,0.00,347.00,tripinfo_veh1126 routing_veh1126,440.00,veh1126,1,6210.28,0.90,0.00,53.38,veh_passenger,,1,2.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,75871709#0_0,14.89,7.99,788.00,0.37,-682728185#1_0,12.10,8.33,322.00,tripinfo_bus348 routing_bus348,466.00,bus348,1,4461.89,1.00,0.00,88.44,bus_bus,,1,20.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7332632#0_0,80.33,6.67,789.00,0.95,7513002#4_0,5.10,0.00,216.00,tripinfo_veh698 routing_veh698,573.00,veh698,1,5275.11,0.95,0.00,157.45,veh_passenger,,3,57.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7510194#6_0,26.57,7.74,791.00,0.78,1025165347_0,5.10,0.00,352.00,tripinfo_veh1140 routing_veh1140,439.00,veh1140,1,4058.58,0.96,0.00,154.64,veh_passenger,,8,73.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,298629261_2,94.49,30.62,793.00,0.41,329076809#3_0,5.10,0.00,217.00,tripinfo_veh703 routing_veh703,576.00,veh703,1,10593.86,1.13,0.00,111.53,veh_passenger,,1,19.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,558316746#2_0,43.33,13.69,793.00,0.03,-7516603#6_0,8.01,0.00,403.00,tripinfo_bus436 routing_bus436,390.00,bus436,1,3552.92,1.00,0.00,83.34,bus_bus,,2,46.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7331700_0,10.26,7.50,795.00,15.89,813681562#1_0,3.52,0.00,521.00,tripinfo_truck1093 routing_truck1093,274.00,truck1093,1,2327.02,0.96,0.00,81.58,truck_truck,,2,51.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7510458#7_0,102.90,6.37,797.00,0.35,-7518954_0,0.40,0.00,90.00,tripinfo_veh291 routing_veh291,707.00,veh291,1,8453.64,0.92,0.00,112.71,veh_passenger,,2,22.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,59448915#4_0,51.29,10.46,797.00,0.81,57384439_0,9.73,0.00,401.00,tripinfo_bus433 routing_bus433,396.00,bus433,1,4055.26,1.00,0.00,52.70,bus_bus,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,589524478#1_0,97.11,7.48,797.00,0.86,240411229#2_4,5.10,0.00,349.00,tripinfo_veh1130 routing_veh1130,448.00,veh1130,1,5240.71,0.95,0.00,79.80,veh_passenger,,3,9.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-1267989605#1_0,29.94,14.28,797.00,0.00,-275095923#6_0,5.10,0.00,730.00,tripinfo_myflow1.36 routing_myflow1.36,67.00,myflow1.36,1,541.87,1.08,0.00,6.96,DEFAULT_VEHTYPE,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,1267913855#8_0,85.57,13.29,799.00,0.40,29376518_1,12.10,0.00,298.00,tripinfo_bus322 routing_bus322,501.00,bus322,1,4883.86,1.00,0.00,165.30,bus_bus,,6,75.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7329969#4_0,41.06,8.20,800.00,0.58,7512884#23_0,7.84,0.00,276.00,tripinfo_bus298 routing_bus298,524.00,bus298,1,4417.60,1.00,0.00,84.25,bus_bus,,3,12.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,742318530_0,183.41,24.29,802.00,0.37,-7333138_0,5.10,9.43,9.00,tripinfo_veh28 routing_veh28,793.00,veh28,1,12308.97,1.13,0.00,126.12,veh_passenger,,2,12.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7546151#2_0,18.83,7.37,803.00,0.71,89755607#4_0,5.10,0.00,103.00,tripinfo_veh332 routing_veh332,700.00,veh332,1,8842.22,0.99,0.00,156.66,veh_passenger,,2,30.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,150613681#0_1,50.31,6.20,803.00,0.94,7332918#3_0,5.10,0.00,106.00,tripinfo_veh341 routing_veh341,697.00,veh341,1,5830.42,1.13,0.00,283.15,veh_passenger,,9,116.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-215193238#1_0,67.41,8.23,804.00,0.30,-7519880#0_0,5.10,0.00,130.00,tripinfo_veh421 routing_veh421,674.00,veh421,1,7995.37,1.00,0.00,160.07,veh_passenger,,3,33.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7551173#2_0,39.20,8.93,805.00,0.67,132608585_0,5.10,9.74,17.00,tripinfo_veh53 routing_veh53,788.00,veh53,1,14081.06,1.17,0.00,207.11,veh_passenger,,6,112.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-155650548#32_0,23.55,8.22,806.00,0.88,1025170749_0,12.10,0.00,219.00,tripinfo_bus236 routing_bus236,587.00,bus236,1,5723.30,1.00,0.00,193.20,bus_bus,,4,29.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7511115_0,50.56,12.90,806.00,0.29,7510485_0,5.10,7.83,374.00,tripinfo_veh1213 routing_veh1213,432.00,veh1213,1,4524.29,0.94,0.00,75.15,veh_passenger,,2,19.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7546641#0_0,4.50,8.26,806.00,0.10,-7546367_0,12.10,0.00,538.00,tripinfo_bus582 routing_bus582,268.00,bus582,1,2832.77,1.00,0.00,61.31,bus_bus,,1,27.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-680414089#0_0,28.52,8.09,807.00,0.82,7333246_0,5.10,0.00,84.00,tripinfo_veh270 routing_veh270,723.00,veh270,1,7921.07,1.11,0.00,227.98,veh_passenger,,5,17.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7551288#0_0,20.79,10.61,808.00,0.00,497834009_3,5.10,0.00,362.00,tripinfo_veh1175 routing_veh1175,446.00,veh1175,1,7137.42,0.99,0.00,124.64,veh_passenger,,3,68.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7331668#3_0,20.27,8.93,808.00,0.78,7332973#3_0,5.10,0.00,531.00,tripinfo_veh1721 routing_veh1721,277.00,veh1721,1,3690.72,1.17,0.00,59.81,veh_passenger,,1,25.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7510487#0_0,68.92,7.50,809.00,6.66,690539390_0,7.20,0.00,509.00,tripinfo_truck1087 routing_truck1087,300.00,truck1087,1,3818.14,0.95,0.00,52.33,truck_truck,,1,1.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-45581740#0_0,0.48,8.16,812.00,0.97,7333128#0_0,12.10,0.00,208.00,tripinfo_bus224 routing_bus224,604.00,bus224,1,7357.65,1.00,0.00,114.18,bus_bus,,3,16.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7332096#0_0,63.27,6.98,814.00,0.58,7512937#0_0,5.10,0.00,207.00,tripinfo_veh670 routing_veh670,607.00,veh670,1,5553.33,0.93,0.00,144.75,veh_passenger,,5,50.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7513079#1_0,45.39,7.95,816.00,0.37,1135921442_0,5.10,0.00,135.00,tripinfo_veh437 routing_veh437,681.00,veh437,1,7619.94,1.01,0.00,202.83,veh_passenger,,7,92.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7512884#24_0,0.20,8.15,816.00,0.05,174168357#2_0,5.90,0.00,269.00,tripinfo_bus291 routing_bus291,547.00,bus291,1,3076.13,1.00,0.00,253.10,bus_bus,,6,169.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-104971377#7_0,39.75,13.05,816.00,0.04,1270654574_0,5.10,0.00,212.00,tripinfo_veh688 routing_veh688,604.00,veh688,1,5415.44,0.97,0.00,230.06,veh_passenger,,12,106.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-1267989605#1_0,29.94,13.45,816.00,0.50,-275095923#6_0,5.10,0.00,748.00,tripinfo_myflow1.37 routing_myflow1.37,68.00,myflow1.37,1,541.87,1.04,0.00,6.20,DEFAULT_VEHTYPE,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,410093490_0,22.23,8.38,817.00,0.51,7511581#4_0,5.10,0.00,19.00,tripinfo_veh60 routing_veh60,798.00,veh60,1,8932.43,1.14,0.00,280.89,veh_passenger,,9,158.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7519667#4_0,38.06,7.92,818.00,0.68,173985373#10_0,5.10,0.00,70.00,tripinfo_veh225 routing_veh225,748.00,veh225,1,11439.84,1.00,0.00,146.69,veh_passenger,,7,41.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,58660287#1_0,10.10,12.29,818.00,0.72,-7519891#1_0,5.10,0.00,99.00,tripinfo_veh319 routing_veh319,719.00,veh319,1,9835.98,0.96,0.00,184.71,veh_passenger,,6,98.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7519812#5_0,42.23,8.33,818.00,0.49,7511769#0_0,5.10,0.00,161.00,tripinfo_veh521 routing_veh521,657.00,veh521,1,6292.38,1.08,0.00,233.85,veh_passenger,,6,93.00
