tripinfos [xmlns:xsi],tripinfos [xsi:noNamespaceSchemaLocation],tripinfo [arrivalLane],tripinfo [arrivalPos],tripinfo [arrivalSpeed],tripinfo [arrival],tripinfo [departDelay],tripinfo [departLane],tripinfo [departPos],tripinfo [departSpeed],tripinfo [depart],tripinfo [devices],tripinfo [duration],tripinfo [id],tripinfo [rerouteNo],tripinfo [routeLength],tripinfo [speedFactor],tripinfo [stopTime],tripinfo [timeLoss],tripinfo [vType],tripinfo [vaporized],tripinfo [waitingCount],tripinfo [waitingTime]
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7519667#1_0,39.28,6.26,1988.00,0.73,7511227#2_0,5.10,0.00,1474.00,tripinfo_veh4782 routing_veh4782,514.00,veh4782,1,4451.66,0.84,0.00,133.14,veh_passenger,,4,62.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,27694757#2_0,321.54,13.97,1988.00,0.95,775695121_0,5.10,0.00,1481.00,tripinfo_veh4804 routing_veh4804,507.00,veh4804,1,7474.53,1.08,0.00,93.30,veh_passenger,,2,35.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7327147#1_0,10.11,13.58,1988.00,0.32,-7329832#1_0,5.10,0.00,1612.00,tripinfo_myflow5.79 routing_myflow5.79,376.00,myflow5.79,1,828.62,1.04,0.00,318.90,DEFAULT_VEHTYPE,,1,292.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7546337#1_0,17.20,8.22,1989.00,0.90,638206187#0_0,5.10,8.35,1216.00,tripinfo_veh3944 routing_veh3944,773.00,veh3944,1,7267.88,1.00,0.00,279.56,veh_passenger,,8,154.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-145031139#10_0,102.21,13.51,1990.00,0.61,-7519795#0_0,12.10,0.00,740.00,tripinfo_bus800 routing_bus800,1250.00,bus800,1,12651.70,1.00,0.00,583.63,bus_bus,,7,433.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,59306542_0,2477.05,28.44,1990.00,0.89,8060174_0,5.10,0.00,1403.00,tripinfo_veh4551 routing_veh4551,587.00,veh4551,1,13866.29,1.03,0.00,52.05,veh_passenger,,2,14.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,431439709_0,5.38,8.09,1991.00,0.30,-682518230#1_0,12.10,8.33,1358.00,tripinfo_bus1469 routing_bus1469,633.00,bus1469,1,6469.33,1.00,0.00,197.37,bus_bus,,7,82.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7546197#1_0,187.38,16.47,1992.00,0.94,45581741_0,12.10,0.00,1464.00,tripinfo_bus1583 routing_bus1583,528.00,bus1583,1,6960.79,1.00,0.00,117.89,bus_bus,,1,10.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7327147#0_0,12.32,13.33,1993.00,1.00,-7329725#7_0,5.10,0.00,1369.00,tripinfo_myflow2.26 routing_myflow2.26,624.00,myflow2.26,1,1727.72,0.96,0.00,429.07,DEFAULT_VEHTYPE,,3,385.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7511558_0,139.13,9.28,1994.00,0.83,-1235554244#1_0,5.10,15.70,1455.00,tripinfo_veh4720 routing_veh4720,539.00,veh4720,1,5564.15,1.13,0.00,194.21,veh_passenger,,3,21.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-722580163#1_0,36.75,8.02,1995.00,0.85,-7330755#0_0,2.50,0.00,1353.00,tripinfo_bus1463 routing_bus1463,642.00,bus1463,1,12776.29,1.00,0.00,96.30,bus_bus,,5,27.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,361618651#0_0,44.72,6.46,1997.00,0.06,7332585#0_0,5.10,7.35,1270.00,tripinfo_veh4122 routing_veh4122,727.00,veh4122,1,7588.10,0.88,0.00,81.65,veh_passenger,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7546631#2_0,21.17,8.20,1998.00,0.30,7517132#3_2,7.20,0.00,1383.00,tripinfo_truck2992 routing_truck2992,615.00,truck2992,1,6307.36,1.06,0.00,244.30,truck_truck,,9,54.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7327147#0_0,12.32,15.70,1998.00,0.00,-7329725#7_0,5.10,0.00,1386.00,tripinfo_myflow2.27 routing_myflow2.27,612.00,myflow2.27,1,1727.72,1.14,0.00,447.27,DEFAULT_VEHTYPE,,3,387.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7327147#0_0,12.32,14.28,1999.00,0.00,-7329725#7_0,5.10,0.00,1458.00,tripinfo_myflow2.31 routing_myflow2.31,541.00,myflow2.31,1,1739.86,1.11,0.00,372.75,DEFAULT_VEHTYPE,,2,323.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7327147#1_0,10.11,11.98,1999.00,0.32,-7329832#1_0,5.10,0.00,1621.00,tripinfo_myflow5.80 routing_myflow5.80,378.00,myflow5.80,1,828.62,0.94,0.00,314.25,DEFAULT_VEHTYPE,,1,288.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-247111267#0_0,235.29,17.44,2000.00,0.87,7546904#5_0,5.10,0.00,825.00,tripinfo_veh2675 routing_veh2675,1175.00,veh2675,1,7391.43,1.10,0.00,703.24,veh_passenger,,5,598.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7331965#0_0,62.40,7.74,2000.00,0.23,-7515788_0,5.10,8.51,1199.00,tripinfo_veh3891 routing_veh3891,801.00,veh3891,1,8684.91,1.02,0.00,237.68,veh_passenger,,6,101.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7547194#23_0,18.13,7.09,2000.00,0.77,7516868#5_0,5.10,0.00,1202.00,tripinfo_veh3899 routing_veh3899,798.00,veh3899,1,10644.38,1.00,0.00,226.89,veh_passenger,,7,113.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7546846#7_0,11.94,9.00,2001.00,0.07,-7327031#0_0,5.10,0.00,62.00,tripinfo_veh201 routing_veh201,1939.00,veh201,1,14229.49,1.08,0.00,1230.18,veh_passenger,,13,1017.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7547194#7_0,44.03,8.27,2001.00,0.49,-7329661#2_0,12.10,0.00,653.00,tripinfo_bus706 routing_bus706,1348.00,bus706,1,16689.67,1.00,0.00,478.46,bus_bus,,7,311.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,782762015#2_0,1.43,9.83,2001.00,0.00,7330212#4_0,5.10,0.00,1436.00,tripinfo_veh4661 routing_veh4661,565.00,veh4661,1,11651.02,1.06,0.00,84.40,veh_passenger,,3,21.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,243745098#0_0,31.20,18.87,2002.00,0.32,-7549032#0_0,5.10,0.00,1432.00,tripinfo_veh4647 routing_veh4647,570.00,veh4647,1,7387.87,0.96,0.00,142.19,veh_passenger,,4,73.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,806842217_0,17.04,8.85,2002.00,0.56,135095215#0_0,5.10,0.00,1480.00,tripinfo_veh4802 routing_veh4802,522.00,veh4802,1,6057.58,1.07,0.00,136.56,veh_passenger,,4,21.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,1099627234_0,40.41,3.59,2002.00,0.58,7546904#1_0,12.10,0.00,1813.00,tripinfo_bus1961 routing_bus1961,189.00,bus1961,1,1626.82,1.00,0.00,17.85,bus_bus,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7330121#1_0,33.88,7.78,2003.00,0.74,7551200#1_0,12.10,0.00,1315.00,tripinfo_bus1422 routing_bus1422,688.00,bus1422,1,13482.13,1.00,0.00,109.95,bus_bus,,2,44.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7327147#0_0,12.32,13.48,2003.00,0.00,-7329725#7_0,5.10,0.00,1476.00,tripinfo_myflow2.32 routing_myflow2.32,527.00,myflow2.32,1,1739.86,0.98,0.00,335.36,DEFAULT_VEHTYPE,,2,290.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7549221#2_0,68.92,13.27,2004.00,0.44,7325864_0,5.10,0.00,860.00,tripinfo_veh2790 routing_veh2790,1144.00,veh2790,1,15709.94,1.00,0.00,283.62,veh_passenger,,9,107.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7327147#1_0,10.11,11.81,2004.00,0.32,-7329832#1_0,5.10,0.00,1630.00,tripinfo_myflow5.81 routing_myflow5.81,374.00,myflow5.81,1,828.62,0.85,0.00,303.23,DEFAULT_VEHTYPE,,1,280.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,48167795_0,115.95,26.36,2006.00,0.92,-7517284_0,5.10,0.00,1501.00,tripinfo_veh4869 routing_veh4869,505.00,veh4869,1,10309.58,0.98,0.00,66.45,veh_passenger,,1,31.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7510890#0_0,54.51,8.19,2006.00,0.93,7511207#2_0,12.10,0.00,1842.00,tripinfo_bus1992 routing_bus1992,164.00,bus1992,1,1698.97,1.00,0.00,17.80,bus_bus,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7520090#0_0,12.01,3.54,2007.00,0.78,-468346012#0_0,5.10,0.00,1430.00,tripinfo_veh4639 routing_veh4639,577.00,veh4639,1,4134.40,0.97,0.00,259.68,veh_passenger,,9,164.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7327147#0_0,12.32,13.50,2007.00,1.00,-7329725#7_0,5.10,0.00,1513.00,tripinfo_myflow2.34 routing_myflow2.34,494.00,myflow2.34,1,1739.86,1.04,0.00,314.52,DEFAULT_VEHTYPE,,1,277.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7547451#1_0,30.23,7.95,2008.00,0.86,642932568_1,0.20,0.00,1463.00,tripinfo_bus1582 routing_bus1582,545.00,bus1582,1,4683.47,1.00,0.00,159.32,bus_bus,,1,91.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7512947#1_0,22.06,8.29,2010.00,0.63,7547140#1_0,12.10,0.00,789.00,tripinfo_bus853 routing_bus853,1221.00,bus853,1,12110.36,1.00,0.00,498.55,bus_bus,,8,267.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7519495#7_0,22.25,8.17,2010.00,0.62,638206187#0_0,5.10,8.34,1375.00,tripinfo_veh4461 routing_veh4461,635.00,veh4461,1,5205.65,1.00,0.00,253.71,veh_passenger,,9,145.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7520261#0_1,8.94,7.91,2010.00,0.01,-150494697#0_0,5.10,0.00,1375.00,tripinfo_veh4463 routing_veh4463,635.00,veh4463,1,7732.92,0.95,0.00,183.65,veh_passenger,,3,66.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7546705#1_0,37.70,6.40,2010.00,0.52,-7547325#2_0,5.10,7.28,1878.00,tripinfo_veh6094 routing_veh6094,132.00,veh6094,1,977.44,0.87,0.00,16.86,veh_passenger,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7327147#1_0,10.11,14.23,2011.00,2.33,-7329832#1_0,5.10,0.00,1641.00,tripinfo_myflow5.82 routing_myflow5.82,370.00,myflow5.82,1,828.62,1.05,0.00,313.02,DEFAULT_VEHTYPE,,2,279.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-1267989605#1_0,29.94,10.60,2011.00,0.00,-275095923#6_0,5.10,0.00,1920.00,tripinfo_myflow1.104 routing_myflow1.104,91.00,myflow1.104,1,541.87,0.79,0.00,10.66,DEFAULT_VEHTYPE,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7520143_0,46.19,6.88,2012.00,0.34,-7333129#2_0,5.10,0.00,1172.00,tripinfo_veh3803 routing_veh3803,840.00,veh3803,1,9784.88,0.89,0.00,131.94,veh_passenger,,2,13.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-431439711#2_0,44.23,16.16,2012.00,0.94,-7546665#3_0,12.10,0.00,1281.00,tripinfo_bus1385 routing_bus1385,731.00,bus1385,1,10541.36,1.00,0.00,159.52,bus_bus,,5,25.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7332765_0,54.92,6.55,2012.00,0.04,-7519508_0,5.10,0.00,1229.00,tripinfo_veh3989 routing_veh3989,783.00,veh3989,1,9636.50,0.92,0.00,116.98,veh_passenger,,3,12.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7329725#7_0,29.34,8.04,2012.00,70.00,7327147#0_0,5.10,0.00,1645.00,tripinfo_myflow3.75 routing_myflow3.75,367.00,myflow3.75,2,3585.33,1.15,0.00,105.32,DEFAULT_VEHTYPE,,3,41.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-1267989605#1_0,29.94,12.32,2013.00,0.50,-275095923#6_0,5.10,0.00,1938.00,tripinfo_myflow1.105 routing_myflow1.105,75.00,myflow1.105,1,541.87,0.96,0.00,8.82,DEFAULT_VEHTYPE,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7326968#0_0,41.22,13.49,2014.00,2.72,88442405#0_1,12.10,0.00,1390.00,tripinfo_bus1501 routing_bus1501,624.00,bus1501,1,2656.24,1.00,0.00,424.69,bus_bus,,3,358.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-89984850#7_0,227.33,6.28,2014.00,0.99,-534564382_0,5.10,0.00,1388.00,tripinfo_veh4502 routing_veh4502,626.00,veh4502,1,5715.94,0.88,0.00,119.59,veh_passenger,,1,50.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-155650548#44_0,9.54,10.15,2014.00,0.23,1100874705_0,0.20,0.00,1504.00,tripinfo_veh4881 routing_veh4881,510.00,veh4881,1,5966.94,1.24,0.00,177.27,veh_passenger,,5,52.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,1019437360#7_0,9.62,13.38,2014.00,0.45,-7519957_0,5.10,0.00,1930.00,tripinfo_veh6263 routing_veh6263,84.00,veh6263,1,662.83,1.02,0.00,16.60,veh_passenger,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-158182429#6_0,11.15,7.68,2015.00,0.63,-7547329#1_0,5.10,4.01,529.00,tripinfo_veh1715 routing_veh1715,1486.00,veh1715,1,9289.22,0.96,0.00,811.68,veh_passenger,,18,572.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7329652#1_0,13.27,9.18,2015.00,0.33,-7547083_0,5.10,4.73,822.00,tripinfo_veh2667 routing_veh2667,1193.00,veh2667,1,16917.38,1.13,0.00,425.82,veh_passenger,,8,271.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7332211#3_0,89.08,7.80,2015.00,0.22,7510696#8_0,10.32,0.00,1418.00,tripinfo_bus1534 routing_bus1534,597.00,bus1534,1,5558.55,1.00,0.00,176.57,bus_bus,,6,60.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,120002001#3_0,1.59,13.70,2016.00,0.34,59306581#0_0,5.10,0.00,1355.00,tripinfo_veh4397 routing_veh4397,661.00,veh4397,1,9274.94,1.05,0.00,157.23,veh_passenger,,4,21.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7512955#1_0,21.76,8.38,2017.00,0.48,7520133#1_0,5.10,0.00,1186.00,tripinfo_veh3848 routing_veh3848,831.00,veh3848,1,6200.49,1.13,0.00,419.91,veh_passenger,,6,265.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-806966559#0_0,99.00,7.29,2017.00,0.35,248182764_2,5.10,0.00,1408.00,tripinfo_veh4569 routing_veh4569,609.00,veh4569,1,7526.73,0.95,0.00,137.09,veh_passenger,,2,61.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7520066#4_0,9.06,4.00,2017.00,0.03,-7517257#0_0,12.10,0.00,1452.00,tripinfo_bus1571 routing_bus1571,565.00,bus1571,1,5358.12,1.00,0.00,159.89,bus_bus,,6,54.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,192555251_1,135.94,13.11,2018.00,0.27,-7511208#2_0,5.10,0.00,866.00,tripinfo_veh2810 routing_veh2810,1152.00,veh2810,1,7711.25,1.01,0.00,575.94,veh_passenger,,10,432.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7510417_0,71.95,8.95,2018.00,0.54,-712562711_0,5.10,0.00,1382.00,tripinfo_veh4484 routing_veh4484,636.00,veh4484,1,8437.96,1.13,0.00,178.00,veh_passenger,,4,18.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-329112562#0_0,53.28,6.65,2019.00,0.40,-714527994#2_0,5.10,0.00,1311.00,tripinfo_veh4254 routing_veh4254,708.00,veh4254,1,8730.09,0.92,0.00,175.13,veh_passenger,,8,74.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,817901187#2_0,95.72,8.53,2019.00,0.42,7332174_0,5.10,0.00,1413.00,tripinfo_veh4585 routing_veh4585,606.00,veh4585,1,7183.84,1.03,0.00,109.91,veh_passenger,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7517418_0,9.33,13.78,2019.00,0.41,7511789#0_0,5.10,0.00,1417.00,tripinfo_veh4598 routing_veh4598,602.00,veh4598,1,10005.32,0.99,0.00,91.77,veh_passenger,,4,20.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7546337#1_0,17.20,6.83,2020.00,0.33,7510507#0_0,5.10,0.00,1302.00,tripinfo_veh4225 routing_veh4225,718.00,veh4225,1,7741.68,0.88,0.00,170.94,veh_passenger,,6,60.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7332973#6_0,0.20,4.58,2020.00,0.31,-7519791#2_0,5.10,7.96,1375.00,tripinfo_veh4462 routing_veh4462,645.00,veh4462,1,8395.12,0.96,0.00,120.10,veh_passenger,,1,8.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7327147#0_0,12.32,13.64,2021.00,0.00,-7329725#7_0,5.10,0.00,1584.00,tripinfo_myflow2.38 routing_myflow2.38,437.00,myflow2.38,1,1437.32,1.03,0.00,314.19,DEFAULT_VEHTYPE,,2,276.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7511700_0,13.69,9.11,2021.00,0.67,7512937#3_0,5.10,0.00,1941.00,tripinfo_veh6298 routing_veh6298,80.00,veh6298,1,596.71,1.10,0.00,23.72,veh_passenger,,1,9.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,1126480706#1_0,188.25,13.13,2022.00,0.44,89377987#1_0,5.10,0.00,1397.00,tripinfo_veh4533 routing_veh4533,625.00,veh4533,1,7540.41,1.03,0.00,146.55,veh_passenger,,2,31.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7329969#4_0,41.06,8.15,2022.00,0.98,7519730#14_0,3.70,0.00,1400.00,tripinfo_veh4541 routing_veh4541,622.00,veh4541,1,10626.54,1.00,0.00,86.89,veh_passenger,,5,8.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7519524#0_0,273.03,16.30,2022.00,0.79,924536846#1_0,1.94,0.00,1889.00,tripinfo_bus2043 routing_bus2043,133.00,bus2043,1,1506.75,1.00,0.00,29.59,bus_bus,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7513082#1_0,66.67,8.45,2023.00,0.69,254629700_0,5.10,28.76,1380.00,tripinfo_veh4477 routing_veh4477,643.00,veh4477,1,9623.79,1.04,0.00,168.70,veh_passenger,,6,71.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7519630-AddedOnRampEdge_1,94.37,22.12,2024.00,0.76,7547311#4_0,5.10,0.00,1507.00,tripinfo_veh4889 routing_veh4889,517.00,veh4889,1,5704.48,1.01,0.00,136.09,veh_passenger,,6,57.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7327147#1_0,10.11,11.99,2025.00,0.06,-7329832#1_0,5.10,0.00,1036.00,tripinfo_myflow5.15 routing_myflow5.15,989.00,myflow5.15,1,4077.27,0.93,0.00,625.02,DEFAULT_VEHTYPE,,9,506.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,1025176104_1,4.13,12.53,2025.00,0.53,7511615_0,5.10,0.00,1325.00,tripinfo_veh4299 routing_veh4299,700.00,veh4299,1,6454.89,0.98,0.00,280.38,veh_passenger,,8,158.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-1267989605#1_0,29.94,13.10,2028.00,0.00,-275095923#6_0,5.10,0.00,1955.00,tripinfo_myflow1.106 routing_myflow1.106,73.00,myflow1.106,1,541.87,0.98,0.00,7.71,DEFAULT_VEHTYPE,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7520066#0_0,18.24,3.02,2029.00,0.33,-7325927#3_0,5.10,0.00,525.00,tripinfo_veh1703 routing_veh1703,1504.00,veh1703,1,12978.78,0.79,0.00,458.30,veh_passenger,,13,213.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7546337#0_0,4.62,6.73,2030.00,0.83,7546429#10_0,5.10,0.00,1390.00,tripinfo_veh4509 routing_veh4509,640.00,veh4509,1,2232.93,0.88,0.00,443.24,veh_passenger,,5,399.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7546343_0,152.85,7.02,2030.00,0.15,7546151#3_0,3.05,0.00,1922.00,tripinfo_veh6238 routing_veh6238,108.00,veh6238,1,1079.86,0.99,0.00,11.58,veh_passenger,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,427650145#3_0,17.53,13.70,2033.00,0.05,-817948695#1_0,3.41,0.00,208.00,tripinfo_bus225 routing_bus225,1825.00,bus225,1,10848.69,1.00,0.00,1177.83,bus_bus,,9,962.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7547451#1_0,30.23,10.33,2033.00,0.32,-7510951#1_0,5.10,0.00,1188.00,tripinfo_veh3855 routing_veh3855,845.00,veh3855,1,12479.44,1.30,0.00,289.44,veh_passenger,,3,67.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7547173#0_0,39.85,4.24,2034.00,0.42,7332361_0,5.10,14.48,510.00,tripinfo_veh1654 routing_veh1654,1524.00,veh1654,1,19247.37,1.04,0.00,516.11,veh_passenger,,9,275.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7519667#5_0,5.12,7.41,2034.00,0.30,7333392#2_0,5.10,0.00,1444.00,tripinfo_veh4686 routing_veh4686,590.00,veh4686,1,7011.06,1.01,0.00,159.48,veh_passenger,,5,21.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7511205#0_0,0.71,8.61,2034.00,0.25,7330493#1_0,4.24,0.00,1484.00,tripinfo_veh4816 routing_veh4816,550.00,veh4816,1,5146.54,1.11,0.00,187.51,veh_passenger,,7,69.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,256879607_0,166.13,7.53,2034.00,0.70,7332934#1_0,7.20,0.00,1431.00,tripinfo_truck3095 routing_truck3095,603.00,truck3095,1,6114.25,0.97,0.00,133.56,truck_truck,,2,4.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7547399#2_0,16.12,9.06,2035.00,0.26,-148675125_0,5.10,9.51,341.00,tripinfo_veh1106 routing_veh1106,1694.00,veh1106,1,10023.89,1.14,0.00,1132.27,veh_passenger,,19,936.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,162151084#0_0,28.59,12.08,2035.00,0.27,-7520061#0_0,5.10,0.00,1171.00,tripinfo_veh3800 routing_veh3800,864.00,veh3800,1,10834.76,0.92,0.00,116.68,veh_passenger,,1,5.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7333414_0,72.34,8.56,2036.00,0.17,7516843#3_0,5.10,0.00,1186.00,tripinfo_veh3849 routing_veh3849,850.00,veh3849,1,5906.87,0.93,0.00,417.91,veh_passenger,,13,255.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-89708108#2_0,117.90,7.03,2036.00,0.08,7546359#7_0,5.10,0.00,1441.00,tripinfo_veh4677 routing_veh4677,595.00,veh4677,1,6673.24,0.87,0.00,63.79,veh_passenger,,1,5.00
